rate_name,class,quality,bathroom,bedding,capacity,club,bedrooms,balcony,view,floor
Comfort room with 1 double bed with sofa  ,room,comfort,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Superior Front Sea View,room,superior,private bathroom,undefined,undefined,not club,undefined,no balcony,sea front,undefined
Standard 22 King size bed,room,standard,private bathroom,undefined,double,not club,undefined,no balcony,undefined,undefined
"Deluxe Suite, 1 Bedroom, Hot Tub, Sea View (L) 1 Double Bed and 1 Twin Sofa Bed",suite,deluxe,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,sea view,undefined
Suite superior double or twin room double ,suite,superior,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Two Bedroom Standard TWO BEDROOMS,room,standard,private bathroom,undefined,undefined,not club,2 bedrooms,no balcony,undefined,undefined
"Superior Suite , City View, ",suite,superior,private bathroom,undefined,undefined,not club,undefined,no balcony,city view,undefined
"deluxe room,1 queen bed,city view (deluxe room double)",room,deluxe,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,city view,undefined
1-room studio apartment #2  ,studio,undefined,private bathroom,undefined,undefined,not club,1 bedroom,no balcony,undefined,undefined
"EXECUTIVE ROOM SLEEP, king-size bed",room,executive,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
One-bedroom apartment,apartment,undefined,private bathroom,undefined,undefined,not club,1 bedroom,no balcony,undefined,undefined
QUEEN DELUXE ROOM - COMP WIFI/37 INCH HD SAT TV/PULL-OUT SOFA - 31 SQM/COFFEE-TEA FACILITIES/MINI FRIDGE -,room,deluxe,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Premium Doble king,room,premium,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
2 bedroom Apartment Superior,apartment,superior,private bathroom,undefined,undefined,not club,2 bedrooms,no balcony,undefined,undefined
"Comfort Apartment, 2 Bedrooms, Balcony, Partial Sea View (4 Twin Beds and 1 Large Twin Sofa Bed)",apartment,comfort,private bathroom,undefined,undefined,not club,2 bedrooms,balcony,partial-sea view,undefined
"Family Room, 2 Double Beds, Connecting Rooms (2 Double Beds)",room,standard,private bathroom,twin/twin-or-double,quadruple,not club,undefined,no balcony,undefined,undefined
"Superior Suite, 1 Queen Bed with Sofa bed (1 Queen Bed and 1 Double Sofa Bed)",suite,superior,private bathroom,undefined,double,not club,undefined,no balcony,undefined,undefined
 family triple room (1 Double or 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
TWIN STUDIO Room Only,studio,undefined,private bathroom,twin/twin-or-double,double,not club,undefined,no balcony,undefined,undefined
"Deluxe Room, 1 Double or 2 Twin Beds, No Windows (1 Double Bed)",room,deluxe,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
"standard room sea view, double or twin",room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,sea view,undefined
Room Standard standard (1 Double or 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
1 Queen Standard River View,room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,river view,undefined
Standard Triple Basic Rate with breakfast,room,standard,private bathroom,undefined,triple,not club,undefined,no balcony,undefined,undefined
Economy Single Room Economy Single Room ,room,economy,private bathroom,undefined,single,not club,undefined,no balcony,undefined,undefined
Deluxe double or Twin room with balcony (1 Queen Bed),room,deluxe,private bathroom,double/double-or-twin,double,not club,undefined,balcony,undefined,undefined
Deluxe Room with 2 single beds Twin room,room,deluxe,private bathroom,twin/twin-or-double,double,not club,undefined,no balcony,undefined,undefined
"Standard Double Room, 2 Double Beds, Pool View",room,standard,private bathroom,twin/twin-or-double,quadruple,not club,undefined,no balcony,pool view,undefined
Twin shared bathroom Twin beds,room,standard,shared bathroom,twin/twin-or-double,double,not club,undefined,no balcony,undefined,undefined
single Standard Twin (Sole Use) (Twin (Sole Use)),room,standard,private bathroom,twin/twin-or-double,double,not club,undefined,no balcony,undefined,undefined
"2 Queen Beds, Royal Tower",room,royal,private bathroom,undefined,quadruple,not club,undefined,no balcony,undefined,undefined
DELUXE SKYLINE VIEW DOUBLE DELUXE ROOM,room,deluxe,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,with view,undefined
 Seaview 2 Bedroom Hillside Suite with Terrace Bathtub(1 Double Bed and 2 Twin Beds) ,suite,undefined,private bathroom,undefined,undefined,not club,2 bedrooms,no balcony,sea view,undefined
Melia Double room (full double bed),room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
deluxe lake view twin room (2 Single),room,deluxe,private bathroom,twin/twin-or-double,double,not club,undefined,no balcony,lake view,undefined
Comfort Double Room,room,comfort,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Premier Single room (kitchen),room,premier,private bathroom,undefined,single,not club,undefined,no balcony,undefined,undefined
Deluxe Single room with balcony,room,deluxe,private bathroom,undefined,single,not club,undefined,balcony,undefined,undefined
Basic Double Basement room (full double bed),room,economy,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,basement floor
One Bedroom Lagoon Pool Access Suites(1 King Bed),suite,undefined,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,undefined,undefined
"Superior Double room with sea view (+ sofa, jacuzzi)",room,superior,private bathroom,undefined,double,not club,undefined,no balcony,sea view,undefined
DOUBLE ROOM CITY VIEW STANDARD ROOM,room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,city view,undefined
Standard Double Room Large Double(1 Amount),room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Superior Waterfront with Bath/Shower/Balcony Room Package,room,superior,private bathroom,undefined,undefined,not club,undefined,balcony,water view,undefined
"Superior Apartment, 2 Bedrooms (2 Double Beds)",apartment,superior,private bathroom,twin/twin-or-double,quadruple,not club,2 bedrooms,no balcony,undefined,undefined
Family Room with City View - Non-refundable,room,standard,private bathroom,undefined,undefined,not club,undefined,no balcony,city view,undefined
DOUBLE STANDARD ROOM WITH TERRACE/BALCONY DOUBLE STANDARD ROOM,room,standard,private bathroom,double/double-or-twin,double,not club,undefined,balcony,undefined,undefined
Deluxe Balcony Room,room,deluxe,private bathroom,undefined,undefined,not club,undefined,balcony,undefined,undefined
"Junior Suite, Pool View",junior-suite,undefined,private bathroom,undefined,undefined,not club,undefined,no balcony,pool view,undefined
.Junior Suite.,junior-suite,undefined,private bathroom,undefined,undefined,not club,undefined,no balcony,undefined,undefined
Double Pool View DOUBLE STANDARD ROOM POOL VIEW WITH BALCONY,room,standard,private bathroom,double/double-or-twin,double,not club,undefined,balcony,pool view,undefined
"Classic Room, 1 King Bed (Acropolis View) (1 King Bed)",room,classic,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,city view,undefined
"Standard Studio, 1 Queen Bed",studio,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Superior room (without window) double  no window,room,superior,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
"Superior Studio, 1 Double Bed, City View (1 Double Bed)",studio,superior,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,city view,undefined
MASTER MAT,room,standard,private bathroom,undefined,undefined,not club,undefined,no balcony,undefined,undefined
individual room (1 Double or 1 Twin),room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
"Two Bedroom Apartment (1 King Bed, 2 Twin Beds and 1 Double Sofa Bed)",apartment,undefined,private bathroom,twin/twin-or-double,undefined,not club,2 bedrooms,no balcony,undefined,undefined
"Double Room, Balcony, Partial Sea View (1 Double Bed)",room,standard,private bathroom,double/double-or-twin,double,not club,undefined,balcony,partial-sea view,undefined
Confort Room (Exclusive discount),room,comfort,private bathroom,undefined,undefined,not club,undefined,no balcony,undefined,undefined
"Luxury Double Junior Suite (full double bed) (queen size bed, + sofa)",junior suite,luxury,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Double Montaigne Apartment (full double bed),apartment,undefined,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Double Room - Non-Smoking double - non-smoking (1 Double),room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Deluxe Double Room KING GUEST ROOM - KING GUEST ROOM (1 Double),room,deluxe,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Deluxe Double Room with Balcony - Non-refundable - Breakfast included in the price ,room,deluxe,private bathroom,double/double-or-twin,double,not club,undefined,balcony,undefined,undefined
"Studio Suite, 1 King Bed - Triple ",suite,undefined,private bathroom,double/double-or-twin,triple,not club,undefined,no balcony,undefined,undefined
Quadruple Room (2 Large Twin Beds and 1 Double Sofa Bed),room,standard,private bathroom,undefined,quadruple,not club,undefined,no balcony,undefined,undefined
Family Pool View Room,room,standard,private bathroom,undefined,undefined,not club,undefined,no balcony,pool view,undefined
Creator - Queen Size Bed (1 Queen Bed),room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Interconnecting Executive Studio,studio,executive,private bathroom,undefined,undefined,not club,undefined,no balcony,undefined,undefined
Standard Deluxe non-smoking,room,standard,private bathroom,undefined,undefined,not club,undefined,no balcony,undefined,undefined
Standard Double room Themed ,room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Classic room with double bed,room,classic,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
ROOM FAMILY (2AD+1CH) ROOM FAMILY (2AD+1CH). HALF BOARD. Standard rate,room,standard,private bathroom,undefined,undefined,not club,undefined,no balcony,undefined,undefined
Executive Double Room Sea View,room,executive,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,sea view,undefined
"Basic Studio, 1 Double Bed",studio,undefined,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Room (handicap accessible),room,standard,private bathroom,undefined,undefined,not club,undefined,no balcony,undefined,undefined
Savvy King,room,standard,private bathroom,undefined,undefined,not club,undefined,no balcony,undefined,undefined
"Triple Room,1 Twin Bed,NonSmoking",room,standard,private bathroom,single bed,single,not club,undefined,no balcony,undefined,undefined
Double Room (Cosy) (1 Double Bed),room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
"Room, Multiple Beds (Camera Gialla) (1 Double Bed and 1 Queen Murphy Bed)",room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Little Star,room,standard,private bathroom,undefined,undefined,not club,undefined,no balcony,undefined,undefined
Standard double or twin room with balcony  ,room,standard,private bathroom,double/double-or-twin,double,not club,undefined,balcony,undefined,undefined
Superior Double or Twin Room BB ,room,superior,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Adjacent Room 2 Bedrooms (4 Adults).,room,standard,private bathroom,undefined,undefined,not club,2 bedrooms,no balcony,undefined,undefined
Business Room (1 Double or 1 Twin),room,business,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Suite premium double or twin room with 1 double bed  (Main Building),suite,premium,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
DOUBLE STANDARD ANEX,room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
"Standard Double Penthouse room (full double bed) (queen size bed, + sofa)",room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,penthouse floor
King Room with Balcony ,room,standard,private bathroom,double/double-or-twin,double,not club,undefined,balcony,undefined,undefined
Superior Double or Twin with Pool View,room,superior,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,pool view,undefined
Standard double Russian style double ,room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Superior - Single Room - With Breakfast,room,superior,private bathroom,undefined,single,not club,undefined,no balcony,undefined,undefined
"Business Suite, River View (1 Queen Bed and 1 Double Sofa Bed)",suite,business,private bathroom,undefined,double,not club,undefined,no balcony,river view,undefined
Standard Double/Twin Cabin on Boat with city view,room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,city view,undefined
Executive Studio (2 Twin Beds and 1 Double Sofa Bed),studio,executive,private bathroom,twin/twin-or-double,double,not club,undefined,no balcony,undefined,undefined
"Twin Room, 1 Bedroom, Private Bathroom (Ground floor) (2 Twin Beds)",room,standard,private bathroom,twin/twin-or-double,double,not club,1 bedroom,no balcony,undefined,basement floor
"Deluxe Suite, Kitchen, Garden View (1 Queen Bed)",suite,deluxe,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,garden view,undefined
Double Double Room with 1 Double Bed,room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Deluxe Room With Balcony (2 Single or 1 Queen),room,deluxe,private bathroom,double/double-or-twin,double,not club,undefined,balcony,undefined,undefined
Loft 3 pax,apartment,undefined,private bathroom,undefined,undefined,not club,undefined,no balcony,undefined,undefined
"Deluxe Room, Sea View (2 Adults),2 Twin Beds,NonSmoking",room,deluxe,private bathroom,twin/twin-or-double,double,not club,undefined,no balcony,sea view,undefined
Studio Suite (Coast Premium Suite with Jet Tub) (1 King Bed),suite,premium,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Superior Apartment - Non-refundable,apartment,superior,private bathroom,undefined,undefined,not club,undefined,no balcony,undefined,undefined
single Budget Double Room,room,economy,private bathroom,double/double-or-twin,single,not club,undefined,no balcony,undefined,undefined
Corner Suite SUITE - CORNER - JACUZZI - SEA VIEW Sea,suite,undefined,private bathroom,undefined,undefined,not club,undefined,no balcony,sea view,undefined
Double  Room,room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
two queen pearl club room with sea view Room Only,room,standard,private bathroom,undefined,double,club,undefined,no balcony,sea view,undefined
3 Bedrooms Standard Single Apartment,apartment,standard,private bathroom,undefined,single,not club,3 bedrooms,no balcony,undefined,undefined
SUITE PRIVILEGE WITH TERRACE SIDE SEA VIEW (3+0+1) PRIVILEGE SUITE,suite,privilege,private bathroom,undefined,undefined,not club,undefined,no balcony,partial-sea view,undefined
"Large room, Double+Extra Bed or 3 Single Beds",room,standard,private bathroom,undefined,triple,not club,undefined,no balcony,undefined,undefined
Mix Capsule,capsule,standard,shared bathroom,undefined,undefined,not club,undefined,no balcony,undefined,undefined
double room - classic,room,classic,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
"Quadruple Room, Balcony, Sea View (1 Twin Bed, 1 Queen Bed and 1 Twin Sofa Bed)",room,standard,private bathroom,multiple,single,not club,undefined,balcony,sea view,undefined
1 Bedroom Single Apartment (kitchen),apartment,undefined,private bathroom,undefined,single,not club,1 bedroom,no balcony,undefined,undefined
"Double Room, Non Smoking, Single or Double/Twin Bed",room,standard,private bathroom,double/double-or-twin,single,not club,undefined,no balcony,undefined,undefined
Superior Room Balcony or Terrace Side SV or Pool V (211)  Superior Balcony / Terrace Side Sea or Pool View Double (211),room,superior,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,pool view,undefined
Sweet Double BC ,room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Standard Single With breakfast,room,standard,private bathroom,undefined,single,not club,undefined,no balcony,undefined,undefined
Double Room with Balcony   single occupancy   ,room,standard,private bathroom,double/double-or-twin,single,not club,undefined,balcony,undefined,undefined
Standard single Basic rate without breakfast (payment at the hotel),room,standard,private bathroom,undefined,single,not club,undefined,no balcony,undefined,undefined
2-bedroom Apartment (T3),apartment,undefined,private bathroom,undefined,undefined,not club,2 bedrooms,no balcony,undefined,undefined
Double/tw basic with view,room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,with view,undefined
Run of the House,run-of-house,undefined,undefined,undefined,undefined,not club,undefined,no balcony,undefined,undefined
Standard double room with city view  ,room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,city view,undefined
Superior Room  -(Room Only) : 1 Pax,room,superior,private bathroom,undefined,undefined,not club,undefined,no balcony,undefined,undefined
"Deluxe Accessible Double room (full double bed) (king size bed, handicap accessible)",room,deluxe,private bathroom,double/double-or-twin,double,club,undefined,no balcony,undefined,undefined
"Superior Double Room, 1 Bedroom, Non Smoking, City View (1 Queen Bed)",room,superior,private bathroom,double/double-or-twin,double,not club,1 bedroom,no balcony,city view,undefined
"Deluxe Deluxe Room City Skyline View, 1 King Bed Skyline",room,deluxe,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,with view,undefined
STANDARD ROOM ,room,standard,private bathroom,undefined,undefined,not club,undefined,no balcony,undefined,undefined
Standard Double - 1 Double Bed,room,standard,private bathroom,double/double-or-twin,double,not club,undefined,no balcony,undefined,undefined
Twin room - Superior - City View Breakfast,room,superior,private bathroom,twin/twin-or-double,double,not club,undefined,no balcony,city view,undefined
